id,status,summary,description,lat,lng,address,created_at,acknowledged_at,closed_at,url
8954514,"Archived","Pothole repair - PW","Eric Ives reported on this years ago.  We all realize there are politics involved between the city and BNSF on who is responsible for this railroad section to get paved over, but has not been used in years and its always rough going over this. Please someone take charge of this and finally fix this...This is totally ridiculous to take this long to fix this permanently... By the way the north bound lane tracks have been paved over for years...",38.9494031596518,-95.6873402372003,"6543 Sw Topeka Blvd Topeka, KS 66619, USA","2020-11-22T19:21:27-05:00","2020-11-22T19:21:43-05:00","2020-11-25T15:10:13-05:00","https://seeclickfix.com/api/v2/issues/8954514"
8733910,"Archived","Curb and Gutter Repair","At the end of our driveway the street is pulling away. There is a 2 inch gap all the way to a 4 inch gap. Several children have caught their bikes in it and almost have been hurt really bad. My toddler got his foot caught and fell, luckily using his knees and arms to save him from busting his head. It is very dangerous to all that walk near it. It is also causing erosion from under my driveway that is now cracking and trying to fall toward it. All around I’m worried about the children and people in the neighborhood that have almost been hurt numerous times. ",38.9866027058592,-95.7197865843773,"4429 Sw Misty Harbor Ave Topeka, KS, 66610, USA","2020-10-09T11:35:35-04:00","2020-10-09T11:35:52-04:00","2020-10-12T14:51:10-04:00","https://seeclickfix.com/api/v2/issues/8733910"
8763255,"Archived","Police General Issue","drug house at 3116 SE Emerson St Raven Coats and David Adams, up all night and day now going on day 3 being up, Raven Coats goes out and steals stuff from around the neighborhood and they hide stolen stuff in the back yard and in the car port, I have been reporting this activity for few years now for nothing to be done, My kids don't even go out to play because of all the activity they think it's not safe
",39.0100007,-95.67424819999999,"3116 Se Emerson St Topeka, KS 66605, USA","2020-10-15T08:49:07-04:00","2020-10-15T08:49:28-04:00","2020-11-24T18:23:34-05:00","https://seeclickfix.com/api/v2/issues/8763255"
8800277,"Archived","Curb and Gutter Repair","There was a water main break at 13th and Belle last week. When they were finished they told the neighbor on both Corners that they would be back to clean up the mess along the curb between 13th Street and 14th Street on the west side of the street. As you can tell by the photo and yes I'll be sending more, no one has ever came to clean this up. I should say! Because it's really frustrating. Why say one thing and not mean it? You guys always do great at everything else but it must be this particular department or this particular crew. I hope this sounds like I'm an angry person because I am and I don't even live in this neighborhood!",39.0454084484334,-95.7450799437915,"Sw Belle Ter Topeka, KS, 66604, USA","2020-10-22T13:58:01-04:00","2020-10-22T13:58:19-04:00","2020-11-09T19:30:39-05:00","https://seeclickfix.com/api/v2/issues/8800277"
8735369,"Acknowledged","Street Repair","10/8/20, street repair/blacktop crew came out to lay down blacktop.  I was advised Misty Harbor Avenue was to be surfaced.  The street in front of my property was only surfaced to the mailbox.  My property extends to 18 inches past the privacy fence.  The crew told me that my property is in the middle of 44th Street Terrace and Misty Harbor so they were going to stop it at the mailbox.  NO, my entire property is, and always HAS been on Misty Harbor Ave.  I am NOT on 44th Street Terrace.  The crew told me that my address was 'pinging' on 44th Street Terrace and they were not going to surface the road past my mailbox.  This is absolutely ridiculous.  In front of my driveway, half is surfaced, the other half, unsurfaced.  I was told that all of Misty Harbor Avenue would be surfaced, which includes the entire frontage of my home.  Furthermore, my property and the street itself is 17 years' old, and has never been resurfaced.  It has been patched so many times it looks like a relief map of South America.  HOWEVER, the newer streets to the North, that are less than five years of age and are largely unoccupied/new construction, were resurfaced!!  I would think after paying 17 years' worth of SPECIALS that I could get an additional 25-30 feet of resurfacing done.  It absolutely looks ridiculous.  There are two houses to the East of my property that are on 44th Street Terrace that would also have to be resurfaced, as those properties and streets are the same age and were entirely skipped, as well.  The homes in this area are in the 260k range and this takes away from the neighborhood; plus the uneven pavement is a definite safety issue.  I am very concerned that the city believes my property is half on Misty Harbor Ave., and half on 44th Street Terrace - because I guess if the city decides to resurface 44th Street Terrace, they won't surface Misty Harbor Avenue??  That's ridiculous, as well.  Please respond and please come back and finish this job, because it is ugly, and needs review.  Lastly, I did call the Engineering department yesterday and left a message for a Mr. Foust or Faust - of course, no call back.  Since there seems to be quite a bit of confusion of where I really live, I would suggest someone get into their city car and come out here and actually look at the ridiculousness of the situation, and view the street.",38.9862929885212,-95.7194579745268,"4437 Sw Misty Harbor Ave Topeka, KS, 66610, USA","2020-10-09T15:40:59-04:00","2020-10-09T15:41:18-04:00",,"https://seeclickfix.com/api/v2/issues/8735369"
8907267,"Archived","Property Maintenance & Code Violations","This house has been vacant since Feb, 2014. I live across the street and have a terrible issue with wildlife trying to live in my eaves, crawl space and under my deck. I have trapped coons, groundhogs, possums and feral cats. Homeless people have been seen coming and going. No one mows the yard or takes care of it in any way. I’m extremely tired of dealing with all this. My property value is being affected. ",39.0605038740885,-95.6397347152233,"442 Ne Wabash Ave Topeka, KS, 66616, USA","2020-11-12T21:47:39-05:00","2020-11-12T21:48:12-05:00","2020-11-20T16:41:08-05:00","https://seeclickfix.com/api/v2/issues/8907267"
8787702,"Archived","Property Maintenance & Code Violations","This is a resubmission of an earlier ticket that got mistakenly attributed the wrong house. I just spoke with the City Employee coming to check it out, and he asked I resubmit.

Photo not doing the situation justice. This house has grass that’s not been cut in months, and the backyard wasn’t cut once this year. Leaves piling in the tall grass, gutter not up, garage door broken, needs attention.

Sorry for the confusion on marking the correct house with the app/map feature. ",39.0243137548483,-95.7080772409994,"2425 Sw 25th Dr Topeka 66611, United States","2020-10-20T12:38:36-04:00","2020-10-20T12:38:48-04:00","2020-11-24T20:50:43-05:00","https://seeclickfix.com/api/v2/issues/8787702"
8894593,"Archived","Street Repair","When streets in Westboro were last resealed the contractors left a “lump” of asphalt in the street at SE corner of Avalon and Stratford. I’ve seen a number of people trip on thus lump and last week a lady tripped, fell on her face and ended up with a black eye. This is a safety hazard to people who walk or jog in our neighborhood ",39.04309717,-95.72226667,"3535 Sw Avalon Ln Topeka 66604, United States","2020-11-10T15:58:13-05:00","2020-11-10T15:58:25-05:00","2020-11-12T17:51:01-05:00","https://seeclickfix.com/api/v2/issues/8894593"
8718528,"Archived","Curb and Gutter Repair","Steel grate has collapsed along with some concrete at the gutter corner of 20th and SW Pembroke Ln. I have personally cleaned this a couple of times before the steel collapsed. This has been reported and mentioned to the city workers who have fixed 2 water main breaks on the street. This is major public safety hazard as the left side of the collapsed great has broken 3"" sharp piece exposed that can cause serous bodily harm if a child or bike rider falls or trips near the area.  ",39.0313209914748,-95.7182450293183,"1955 Sw Pembroke Ln Topeka, KS, 66604, USA","2020-10-07T16:22:57-04:00","2020-10-15T12:11:16-04:00","2020-11-06T18:30:44-05:00","https://seeclickfix.com/api/v2/issues/8718528"
8674168,"Archived","Trees and Tree Limbs","Utility workers are not able to work on this pole location due to both homeowners are not maintaining the rear easement and keeping the trees and brush cleaned out of the easement.  This is a safety issue to all workers, and needs addressed for future.... Is this an Evergy responsibility or homeowner responsibility.  It has been said all homeowners are to maintain the easements and this is not happening here...",39.040622012243,-95.7192559706603,"1454 Sw Lakeside Dr Topeka, KS, 66604, USA","2020-09-29T22:33:42-04:00","2020-09-29T22:33:57-04:00","2020-09-30T08:01:03-04:00","https://seeclickfix.com/api/v2/issues/8674168"
7721105,"Archived","Zoning Question","Property owner (a used car dealer) is maintaining a used vehicle inventory at this residence.  There are currently 6 or 7 vehicles in the street, in the driveway, and in the garage that are used vehicles for resale.  Most of them have dealer tags (D823).  Two are blocking the sidewalk.  This property is zoned single family residential.  Is it legal for a dealer to store vehicles for resale on their property?  Only 2-3 of the vehicles are ever moved, and I have seen people stopping to look at them.",39.021525,-95.778783,"2516 Sw Golf View Dr Topeka, KS, 66614, USA","2020-04-27T12:47:29-04:00","2020-04-27T12:47:52-04:00","2020-06-26T09:25:18-04:00","https://seeclickfix.com/api/v2/issues/7721105"
8662870,"Archived","Street Repair","Please clean out and patch asphalt holes from large cracks chunking out of asphalt street. Appreciate hot patch best method before cold weather sets in if possible. Had that method in area in past years and held better for a few years. FYI-Street laid early 60's development. Should deserve overlay opportunity as other neighborhoods in town have received. Please put on overlay consideration as well. FYI- There are other holes in 30th street between Oakley and Arnold streets also that could be patched for efficiency on trip to remedy this 3131sw 30th street repair request. Thanks
Suggestion: Quoted info source below.
""Reapplying a cold patch time and again will eventually cost more than just having the pothole properly repaired with a hot mix asphalt solution.""",39.0131028614694,-95.7172106578946,"3131 Sw 30th St Topeka, KS 66614, USA","2020-09-28T09:56:13-04:00","2020-09-28T09:56:35-04:00","2020-11-18T19:30:55-05:00","https://seeclickfix.com/api/v2/issues/8662870"
7718707,"Archived","Missing approved FAA Light on top of water tower, poor paint job from last year","You said a light would be placed back on here, but a little bitty light which barely glows at night is what was left there when the last company left last year. Can't you do much better than that?  For the cost of upgrading this water tower surely you can afford a new up to date dual FAA light for this water tower too??? It always had one working for many years in the past.  What is the issue now?   Last year a company was out to repaint this water tower, and everything but the tank looks descent as far as quality of work done.  Looks as if they hardly put a coat on the tank. You can see right through to the defects. Could they not have used more coats of paint to make this look much better for what it cost us taxpayers?  Looks like a company is back yet again to work on the tower again. Are things going to get properly done this time?",39.0155794532081,-95.6523612141609,"1908 Se 29th St Topeka, KS, 66605, USA","2020-04-26T22:58:57-04:00","2020-04-26T22:59:20-04:00","2020-06-24T13:38:30-04:00","https://seeclickfix.com/api/v2/issues/7718707"
6866248,"Archived","Trees and Tree Limbs","The traffic circle at 2nd and Woodlawn has two mature oak trees in need of trimming.  Not only are there dead and broken limbs in the canopies of the trees, but sprouts are emerging from the trunks of the trees.  These need to be cut off before they turn into full grown branches.  I could not get the street address function on this program to recognize the circle.  It only accepted house numbers instead.  If t he circles are the responsibility of the County, the County needs to be notified.",39.0604476600753,-95.69497775519049,"300-398 Sw Woodlawn Ave Topeka, KS, 66606, USA","2019-10-22T17:13:29-04:00","2019-10-22T17:13:58-04:00","2019-10-23T08:30:51-04:00","https://seeclickfix.com/api/v2/issues/6866248"
8652137,"Archived","Property Maintenance & Code Violations","Weeds and brush now taller than people on the empty lots around Kansas Ave at the railroad tracks.  Who is responsible for cutting this down?  It looks horrible to people coming to NOTO and it is unsafe- even blocking the view of cars turning onto Kansas.  Mentally ill homeless people pop out of the brush onto the sidewalk, begging as you walk! Every year we have to complain about this!  Why isn’t someone held responsible for keeping this within code?",39.0661720091563,-95.66727161407471,"100-198 Nw Norris St Topeka, KS, 66608, USA","2020-09-25T14:32:54-04:00","2020-09-25T14:33:05-04:00","2020-10-07T14:21:25-04:00","https://seeclickfix.com/api/v2/issues/8652137"
6840470,"Archived","Inlet Clogged/Flooding","This is the culvert/easement on the East side of my house. It consistently has rushing water and rises quite high which has made maintaining any type of landscaping impossible. It also has a grade that’s about a 70 degree angle and cannot be mowed safely. The other residents down Belle have had this corrected with the city installing large limestone boulders to maintain the structure. Is this something that can be done? The most recent work by the city was across the street at 5612 SW 35th St. ",39.0028026,-95.7537145,"5611 Sw 35th St Topeka 66614, United States","2019-10-17T09:49:52-04:00","2019-10-17T09:50:26-04:00","2019-11-07T15:10:28-05:00","https://seeclickfix.com/api/v2/issues/6840470"
8633182,"Archived","Other","This has been ash plated since sept 2 yet the road remains closed. We now have cars that are flying down the alley spitting rocks everywhere because the road is still closed. The other day a car actually went up into the yard on the east side behind 3 tress almost hit the house and drove off their driveway to continue on sumner. All because it was too much for him to drive a block over. Luckily the kids weren't outside or it could have been quite an accident ",39.0562704576871,-95.6445225129896,"1836 Atchison St Topeka KS 66616, United States","2020-09-22T17:35:39-04:00","2020-09-22T17:35:57-04:00","2020-09-25T08:30:34-04:00","https://seeclickfix.com/api/v2/issues/8633182"
6836459,"Archived","Police General Issue","resident using trash cans to block street side curb. two way traffice unable to pass without stopping.

8-1571. Stopping, standing or parking prohibited in specified places. (a) Except when necessary to avoid conflict with other traffic, or in compliance with law or the directions of a police officer or official traffic-control device, no person shall:

(1) Stop, stand or park a vehicle:

(i) On the roadway side of any vehicle stopped or parked at the edge or curb of a street;

(ii) On a sidewalk;

(iii) Within an intersection;

(iv) On a crosswalk;

(v) Between a safety zone and the adjacent curb or within thirty (30) feet of points on the curb immediately opposite the ends of a safety zone, unless a different length is indicated by signs or markings;

(vi) Alongside or opposite any street excavation or obstruction when stopping, standing or parking would obstruct traffic;

(vii) Upon any bridge or other elevated structure upon a highway or within a highway tunnel;

(viii) On any railroad tracks;

(ix) On any controlled-access highway;

(x) In the area between roadways of a divided highway, including crossovers; or

(xi) At any place where official signs prohibit stopping.

(2) Stand or park a vehicle, whether occupied or not, except momentarily to pick up or discharge a passenger or passengers:

(i) In front of a public or private driveway;

(ii) Within fifteen (15) feet of a fire hydrant;

(iii) Within twenty (20) feet of a crosswalk at an intersection;

(iv) Within thirty (30) feet upon the approach to any flashing signal, stop sign, yield sign or traffic-control signal located at the side of a roadway;

(v) Within twenty (20) feet of the driveway entrance to any fire station and on the side of a street opposite the entrance to any fire station within seventy-five (75) feet of said entrance, when properly signposted; or

(vi) At any place where official signs prohibit standing.

(3) Park a vehicle, whether occupied or not, except temporarily for the purpose of and while actually engaged in loading or unloading property or passengers:

(i) Within fifty (50) feet of the nearest rail of a railroad crossing; or

(ii) At any place where official signs prohibit parking.

(b) No person shall move a vehicle not lawfully under his or her control into any such prohibited area or away from a curb such a distance as is unlawful.

History: L. 1974, ch. 33, § 8-1571; July 1.


",39.0099676,-95.6758312,"3121 Se Fremont St Topeka, KS 66605, USA","2019-10-16T16:54:35-04:00","2019-10-16T16:55:09-04:00","2019-10-17T15:30:30-04:00","https://seeclickfix.com/api/v2/issues/6836459"
7676552,"Archived","Trees and Tree Limbs","Request tree removal and trimming. We have 5 gum trees in the right of way, all may need to be trimmed due to low hanging branches.  It would be better if three were removed (#2, 4 and 5 in the picture). #4's roots have raised a portion of the sidewalk and is causing a tripping hazard that I will fix once the tree is removed. #5 is close to the curb and may cause issues in the future. #2 is just annoying as it always has the most seed pods that drop and its shade is not beneficial for anything.  #3 would be left to your discretion if it needs removed based on how close it is to the curb. #1 is the only one that provides beneficial shade and enjoyment for my children.",39.038139,-95.7226275,"3600 Sw Holly Ln Topeka, KS, 66604, USA","2020-04-16T12:08:46-04:00","2020-04-16T12:09:07-04:00","2020-06-09T22:51:19-04:00","https://seeclickfix.com/api/v2/issues/7676552"
8541169,"Archived","Street Repair","I am writing about an incident on 9-5-20 at 10am. Since Harvey and Osborne roads are closed, Bettis asphalt under the city placed a temporary gravel road so residents can access those streets. It is off of Washburn Tech property but Harvey and Osborne are between 10th fairlawn and 10th Wanamker, almost halfway point.  This is the only road for access!! Recently they have added more gravel through the grass onto Osborne street. I was turning on Saturday morning on my motorcycle and almost went into the ditch, my bike went down, a good samaritian helped me save both of us from rolling in the ditch.  This needs fixed immediately. There is no other access point ,  I have to take this road and it is like a sheet of ice. Your immediate attention to this matter would be greatly appreciated. Luckily I was not hurt, I have been riding for 4 yrs and never had any problems. I literally have only had this bike for two weeks. My brother rides his motorcycle as well, and almost crashed last week.  I tried to attach pictures of the gravel as well but it would only let me attach one so I attached the damage to my motorcycle. I will fill out another report with gravel pictures.",39.0496004270614,-95.75384706117261,"1000-1098 Sw Osborne St Topeka, KS, 66604, USA","2020-09-07T20:55:14-04:00","2020-09-07T20:55:30-04:00","2020-09-11T12:50:51-04:00","https://seeclickfix.com/api/v2/issues/8541169"
8535175,"Archived","No driveway, only a curb on corner?","Vehicles parked in yard on the southwest corner of NE Grattan and NE Seward Avenue. The unusual or other issue with this is the two streets named are surrounded by a curb, which means the only way to park where part, is to jump the curb. It does appear that the curb was updated on Grattan and Seward not too long ago. City trying to make the community look nicer but trucks and SUVs going over a curb will damage the curb more quickly. Not sure which department that should have been addressed to, that is why other was chosen.",39.0587190022034,-95.6494470386065,"1517 Ne Seward Ave Topeka, KS, 66616, USA","2020-09-05T22:33:46-04:00","2020-09-05T22:33:59-04:00","2020-09-14T16:20:34-04:00","https://seeclickfix.com/api/v2/issues/8535175"
8533606,"Archived","Property Maintenance & Code Violations","The location of this photo is actually one house West 0f 13 19 Northeast Atchison, by looking at the photo I say no description is necessary. Requesting a citation be sent out and possibly their 30-day notice or whatever you give or immediate notice because of the condition it's in. Once again it's me I'm walking in a different neighborhood and just would like it 2 look at since it is a concern. The city is great and I know they'll do the best that they can possibly do. Could it be a hazard possibly with rats and rodents I do not know but when Holmes looks like that you never know",39.0559549858123,-95.651736974554,"1319 Ne Atchison Ave Topeka, KS, 66616, USA","2020-09-05T10:54:47-04:00","2020-09-05T10:55:04-04:00","2020-11-18T23:50:49-05:00","https://seeclickfix.com/api/v2/issues/8533606"
8533486,"Archived","Pothole","Multiple multiple multiple potholes and I am not taking pictures of them all. Once again it's me, I love the job you guys do and how you respond to the request I have put in. This really should be done, when the sales tax was approved this is where they took the location of the pictures not sure if it was WIBW or ksnt but nothing never ever came out of this area. It would be nice to see a quick response. It's kind of funny that someone on Graton kinda along Atchison has a son-in-law and the whole entire curb both on the East and the west side of the street was redone but nothing was touched. Do these potholes cause a safety hazard yes because when it rains this gets so flooded it is unbelievable and I would say it would be a couple of feet. I'm going to open up another case where the road is totally totally gone which I'm referring to the surface and I will be taking a picture of that.",39.0551456388889,-95.64925991666669,"Ne Grattan St & Ne Kaw St Topeka, KS, 66616, USA","2020-09-05T10:34:40-04:00","2020-09-05T10:34:59-04:00","2020-09-16T20:21:49-04:00","https://seeclickfix.com/api/v2/issues/8533486"
7657319,"Archived","Property Maintenance & Code Violations","Homeowner parks their pickup with trailer attached on street.  It is parked on the street overnight every night and throughout many daytime hours.  It blocks traffic and forces it down to one lane.  Often vehicles have to stop in order to traverse the street making it hazardous especially at night.  It is also a curved street which further impairs traffic and presents a danger for accidents.  It impairs emergency vehicle flow.  It is unsightly.  Violates city code.",38.998845,-95.717547,"3742 Sw Deer Trail Dr Topeka, KS, 66610, USA","2020-04-11T19:13:07-04:00","2020-04-11T19:13:31-04:00","2020-05-06T04:20:29-04:00","https://seeclickfix.com/api/v2/issues/7657319"
8533390,"Archived","Pothole","Actual address is 1738 Northeast Atchison on the corner of Northeast 12th Avenue and Northeast Atchison. This pothole has been here for several months, not sure if it's ever been reported it is about 36 in by 18 inches. I hit this pothole which is possibly 3 in deep possibly every time I come into the Oakland area, it's just not an everyday visit I make but there's times you cannot avoid it or times I forget about it. It would be nice to have it build as soon as possible so no one has their tires or any damage to their cars. I always trust in the city of Topeka and I always appreciate the work that they do.",39.0561920555556,-95.64540961111111,"1804 Ne Atchison Ave Topeka, KS, 66616, USA","2020-09-05T09:51:20-04:00","2020-09-05T09:51:34-04:00","2020-09-16T16:10:31-04:00","https://seeclickfix.com/api/v2/issues/8533390"
8509698,"Acknowledged","General Feedback or Questions","It appears River Rd may be opening soon. There are 2 sewer buildings, located at Lake St and Division St and River Rd, that need all the shrubbery and trees removed, as they block views of River Rd.  The pic attached is taken at STOP sign on Division looking North on River Rd. The 'landscaping' is dangerous, as a driver stopped at the sign, cannot see vehicles coming from north. The driver has to inch up into the intersection to see vehicles coming from North.  I also took a pic at STOP sign on Lake St looking West.  I could not add a second pic in this request.  In that pic there are taller 'landscaping' weeds on the River Rd side of building that impede the view to the west for a driver stopped on Lake St.  These areas are a safety issues for every Oakland resident.  When the sun rises or sets it adds another layer of danger for a driver.  We need to have free and clear views of River Rd.  Please remove all shrubbery and 'landscaping' weeds for the safety of our citizen drivers.",39.0624240360496,-95.654354095459,"Ne Division St & Ne Lake St Topeka, KS, 66616, USA","2020-09-01T17:33:28-04:00","2020-09-01T17:33:40-04:00",,"https://seeclickfix.com/api/v2/issues/8509698"
8492387,"Archived","Mowing","Okay, this is getting out of hand.  The grass is a foot tall! I love to play soccer and lately I haven't been able to because it's just so tall! An entire foot! I have a friend who likes baseball and stopped playing here because he lost balls! I am playing in the fall soccer league and I practice here and it's just so hard to get any spin or knuckle on the ball whatsoever!  Please Please Please mow 🙏.
I and so many others would be grateful.",39.042072755917,-95.70263165354849,"1300 Sw Jewell Ave Topeka, KS, 66604, USA","2020-08-29T19:51:37-04:00","2020-08-29T19:51:48-04:00","2020-08-31T12:30:52-04:00","https://seeclickfix.com/api/v2/issues/8492387"
8477231,"Archived","Property Maintenance & Code Violations","These are the trash cans that belong to 725 SW Topeka Blvd.   They keep them behind the property at 506 SW 8th.  The cans are rarely closed and very frequently overfilled.  They don't clean up the mess and it blows everywhere.  Additionally, when tenants move out and leave mattresses and large pieces of furniture, the landlord allows them to pile up behind the building and frequently they get brought over to my property at 717 SW Topeka Blvd.  Recently the mess was built up to 5 mattresses and 2 sofas, which I believe the property owner on 8th st was left paying for the clean up.  I have even received an email from the property owner at the 8th street address threatening to sue me over the garbage left in that location. This is not my garbage and I feel that the property owner needs to be responsible for the clean up and maintenance of their own garbage and keep their garbage cans on their property.",39.0511474609375,-95.6806716918945,"719 Sw Topeka Blvd Topeka, KS 66603, USA","2020-08-27T11:02:02-04:00","2020-08-27T11:02:17-04:00","2020-10-22T06:41:50-04:00","https://seeclickfix.com/api/v2/issues/8477231"
7618602,"Archived","Police Animal Control","please do a welfare check on this poor pooch. I have seen him/her like this, [heavy matting of the fur, dirty and unkept], for at least 3 months now and all of the matted fur has been that way for at least 6mos for it to get that matted!  there are bowls in the yard but don't know often they are filled.  my main concern is the dirty, matted fur, the dog needs to be seriously groomed for it's own health! thank you....",39.0074424,-95.6995951,"1800 Sw 33rd St Topeka, KS 66611, USA","2020-04-02T11:27:10-04:00","2020-04-02T11:27:37-04:00","2020-04-03T14:52:22-04:00","https://seeclickfix.com/api/v2/issues/7618602"
7617951,"Archived","Property Maintenance & Code Violations","This is the 2nd car that catches on fire cause my neighbor and the 50 people that live in this 2 bedroom house have done nothing but illegal stuff. They have this car parked infront of my yard for over 3 weeks. It is not tag or anything. And just on 03/31/2020 it catched on fire and my front yard is all burnt. They have a bunch of untag cars parked all by my front yard and by the parking lot infront of the school. They have stacks of tires and wires and alot of trans in their front yard and specially in their back yard. They have had code compliance on them alot of times but they never do anything. They are always burning wire in their back yard and they burned mattresses and spray cans and a bunch of other stuff. I've had to call the fire department on them so much. One of the guys who live there he got an eviction from that property and he Is still there. They rent the house. I need something done ASAP. ",39.070926,-95.63697000000001,"1030 Ne Michigan Ave Topeka, KS, 66616, USA","2020-04-02T09:19:53-04:00","2020-04-03T10:20:50-04:00","2020-04-06T17:40:24-04:00","https://seeclickfix.com/api/v2/issues/7617951"
